dispenser,bottle,time,vibration-index
red,1273,1718711814,0.05285720688311102
red,1274,1718711818,2.041930867016731
red,1275,1718711822,-2.081501278416958
red,1276,1718711826,-0.6573431083926806
red,1277,1718711830,1.2021921366692752
red,1278,1718711834,-1.9418683288036291
red,1279,1718711838,-1.4129570977141057
red,1280,1718711842,0.5203856984271411
red,1281,1718711846,1.971955333890726
red,1282,1718711850,-0.048798009553998156
red,1283,1718711854,-0.879514607803543
red,1284,1718711858,-2.887939618517848
red,1285,1718711862,-4.288984188741544
red,1286,1718711866,1.4310547752394172
red,1287,1718711870,-3.163112895932777
red,1288,1718711874,0.15899216116024206
red,1289,1718711878,-1.3914603900615674
red,1290,1718711882,3.1496546856003036
red,1291,1718711886,1.9103996739445677
red,1292,1718711890,-2.5529985085414353
red,1293,1718711894,-0.33504589462133794
red,1294,1718711898,4.033743353126702
red,1295,1718711902,-4.261293813854195
red,1296,1718711906,1.7427328354605152
red,1297,1718711910,1.248063262285818
red,1298,1718711914,0.21482536681977393
red,1299,1718711918,-2.4343388371902535
red,1300,1718711922,-3.620331994466312
red,1301,1718711926,-2.274633247619988
red,1302,1718711930,2.3591233838120402
red,1303,1718711934,1.479678878280275
red,1304,1718711938,-0.016166443961949994
red,1305,1718711942,1.3720300155013305
red,1306,1718711946,0.4291738343989664
red,1307,1718711950,-1.783484100964607
red,1308,1718711954,-1.3834242830781776
red,1309,1718711958,-1.2253430332438526
red,1310,1718711962,-0.20674842207616706
red,1311,1718711966,-0.7744149561290712
red,1312,1718711970,-2.7391470284821153
red,1313,1718711974,-2.181050903629746
red,1314,1718711978,89.43527963926579
red,1315,1718711982,92.39190486039962
red,1316,1718711986,95.67717559655343
red,1317,1718711990,98.11616384992256
red,1318,1718711994,103.06762570279592
red,1319,1718711998,93.35566958218583
red,1320,1718712002,92.92057274563955
red,1321,1718712006,97.3931551802722
red,1322,1718712010,90.94859212583492
red,1323,1718712014,96.15231225275097
red,1324,1718712018,94.41225361667097
red,1325,1718712022,98.25035148657201
red,1326,1718712026,90.18489653815898
red,1327,1718712030,95.3332908554526
red,1328,1718712034,97.70838731220984
red,1329,1718712038,89.05887479786945
red,1330,1718712042,101.68536446383473
red,1331,1718712046,94.10872268910542
red,1332,1718712050,100.40688468476591
red,1333,1718712054,95.49950412780836
red,1334,1718712058,99.25718711327376
red,1335,1718712062,92.34102152645453
red,1336,1718712066,93.68432780209255
red,1337,1718712070,81.00941041733215
red,1338,1718712074,99.9742477488138
red,1339,1718712078,97.9804828191917
red,1340,1718712082,95.32247531128822
red,1341,1718712086,98.0811027561412
red,1342,1718712090,99.6940150830499
red,1343,1718712094,95.7096720530941
red,1344,1718712098,90.06034063210255
red,1345,1718712102,92.6720125827166
red,1346,1718712106,103.58674608904212
red,1347,1718712110,92.19511877328746
red,1348,1718712114,104.20436149186644
red,1349,1718712118,101.28835308079532
red,1350,1718712122,101.25039985868503
red,1351,1718712126,95.1545082565865
red,1352,1718712130,95.61532324383826
red,1353,1718712134,97.73667165953553
red,1354,1718712138,95.57993469740799
red,1355,1718712142,101.95544877595832
red,1356,1718712146,97.2163828035641
red,1357,1718712150,96.47848970744758
red,1358,1718712154,101.67887914083128
red,1359,1718712158,94.35404249802029
red,1360,1718712162,95.24360057880456
red,1361,1718712166,104.63384269878719
red,1362,1718712170,100.67241345585892
red,1363,1718712174,98.09202029598956
red,1364,1718712178,92.4065089916672
red,1365,1718712182,94.08024090048072
red,1366,1718712186,96.6624585228266
red,1367,1718712190,102.99714162319583
red,1368,1718712194,103.21794335033691
red,1369,1718712198,91.70632248714188
red,1370,1718712202,100.14388331635682
red,1371,1718712206,102.26328016430782
red,1372,1718712210,98.70075682295669
red,1373,1718712214,102.90428864757165
red,1374,1718712218,103.83763641857287
red,1375,1718712222,100.61416078479515
red,1376,1718712226,101.25962375373385
red,1377,1718712230,100.03882351615246
red,1378,1718712234,104.82652165473007
red,1379,1718712238,105.54412236717936
red,1380,1718712242,99.51407109658372
red,1381,1718712246,93.18258689062425
red,1382,1718712250,96.09095344400272
red,1383,1718712254,94.25949625617739
